Date,Death,Latitude,Longitude,Recovered,States,Total Cases,Active
2020-05-04,3,23.6102,85.2799,22,Jharkhand,115,90
2020-05-04,25,15.3173,75.7139,293,Karnataka,614,296
2020-05-04,4,10.8505,76.2711,401,Kerala,500,95
2020-05-04,0,34.2996,78.2932,17,Ladakh,41,24
2020-05-04,156,22.9734,78.6569,798,Madhya Pradesh,2846,1892
2020-05-04,548,19.7515,75.7139,2115,Maharashtra,12974,10311
2020-05-04,0,24.6637,93.9063,2,Manipur,2,0
2020-05-04,1,25.467,91.3662,0,Meghalaya,12,11
2020-05-04,0,23.1645,92.9376,0,Mizoram,1,1
2020-05-04,1,20.9517,85.0985,56,Odisha,162,105
2020-05-04,0,11.9416,79.8083,5,Puducherry,8,3
2020-05-04,21,31.1471,75.3412,117,Punjab,1102,964
2020-05-04,71,27.0238,74.2179,1356,Rajasthan,2886,1459
2020-05-04,30,11.1271,78.6569,1379,Tamil Nadu,3023,1614
2020-05-04,29,18.1124,79.0193,490,Telengana,1082,563
2020-05-04,0,23.9408,91.9882,2,Tripura,16,14
2020-05-04,43,26.8467,80.9462,754,Uttar Pradesh,2645,1848
2020-05-04,0,30.0668,79.0193,39,Uttarakhand,60,21
2020-05-05,0,11.7401,92.6586,32,Andaman and Nicobar Islands,33,1
2020-05-05,36,15.9129,79.74,524,Andhra Pradesh,1650,1090
2020-05-05,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-05,1,26.2006,92.9376,32,Assam,43,10
2020-05-05,4,25.0961,85.3131,130,Bihar,528,394
2020-05-05,1,30.7333,76.7794,21,Chandigarh,102,80
2020-05-05,0,21.2787,81.8661,36,Chhattisgarh,58,22
2020-05-05,64,28.7041,77.1025,1431,Delhi,4898,3403
2020-05-05,0,15.2993,74.124,7,Goa,7,0
2020-05-05,319,22.2587,71.1924,1195,Gujarat,5804,4290
2020-05-05,6,29.0588,76.0856,254,Haryana,517,257
2020-05-05,1,31.1048,77.1734,34,Himachal Pradesh,41,6
2020-05-05,8,33.7782,76.5762,303,Jammu and Kashmir,726,415
2020-05-05,3,23.6102,85.2799,27,Jharkhand,115,85
2020-05-05,27,15.3173,75.7139,321,Karnataka,651,303
2020-05-05,4,10.8505,76.2711,462,Kerala,500,34
2020-05-05,0,34.2996,78.2932,17,Ladakh,41,24
2020-05-05,165,22.9734,78.6569,798,Madhya Pradesh,2942,1979
2020-05-05,583,19.7515,75.7139,2465,Maharashtra,14541,11493
2020-05-05,0,24.6637,93.9063,2,Manipur,2,0
2020-05-05,1,25.467,91.3662,0,Meghalaya,12,11
2020-05-05,0,23.1645,92.9376,0,Mizoram,1,1
2020-05-05,1,20.9517,85.0985,60,Odisha,169,108
2020-05-05,0,11.9416,79.8083,5,Puducherry,8,3
2020-05-05,23,31.1471,75.3412,121,Punjab,1233,1089
2020-05-05,77,27.0238,74.2179,1394,Rajasthan,3061,1590
2020-05-05,31,11.1271,78.6569,1409,Tamil Nadu,3550,2110
2020-05-05,29,18.1124,79.0193,585,Telengana,1085,471
2020-05-05,0,23.9408,91.9882,2,Tripura,29,27
2020-05-05,50,26.8467,80.9462,802,Uttar Pradesh,2766,1914
2020-05-05,1,30.0668,79.0193,39,Uttarakhand,60,20
2020-05-06,0,11.7401,92.6586,32,Andaman and Nicobar Islands,33,1
2020-05-06,36,15.9129,79.74,589,Andhra Pradesh,1717,1092
2020-05-06,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-06,1,26.2006,92.9376,32,Assam,43,10
2020-05-06,4,25.0961,85.3131,142,Bihar,536,390
2020-05-06,1,30.7333,76.7794,21,Chandigarh,111,89
2020-05-06,0,21.2787,81.8661,36,Chhattisgarh,59,23
2020-05-06,0,,,0,Dadar Nagar Haveli,1,1
2020-05-06,64,28.7041,77.1025,1468,Delhi,5104,3572
2020-05-06,0,15.2993,74.124,7,Goa,7,0
2020-05-06,368,22.2587,71.1924,1381,Gujarat,6245,4496
2020-05-06,6,29.0588,76.0856,256,Haryana,548,286
2020-05-06,2,31.1048,77.1734,38,Himachal Pradesh,42,2
2020-05-06,8,33.7782,76.5762,320,Jammu and Kashmir,741,413
2020-05-06,3,23.6102,85.2799,33,Jharkhand,125,89
2020-05-06,29,15.3173,75.7139,331,Karnataka,671,311
2020-05-06,4,10.8505,76.2711,462,Kerala,502,36
2020-05-06,0,34.2996,78.2932,17,Ladakh,41,24
2020-05-06,176,22.9734,78.6569,1000,Madhya Pradesh,3049,1873
2020-05-06,617,19.7515,75.7139,2819,Maharashtra,15525,12089
2020-05-06,0,24.6637,93.9063,2,Manipur,2,0
2020-05-06,1,25.467,91.3662,10,Meghalaya,12,1
2020-05-06,0,23.1645,92.9376,0,Mizoram,1,1
2020-05-06,1,20.9517,85.0985,60,Odisha,175,114
2020-05-06,0,11.9416,79.8083,6,Puducherry,9,3
2020-05-06,25,31.1471,75.3412,133,Punjab,1451,1293
2020-05-06,89,27.0238,74.2179,1525,Rajasthan,3158,1544
2020-05-06,33,11.1271,78.6569,1485,Tamil Nadu,4058,2540
2020-05-06,29,18.1124,79.0193,585,Telengana,1096,482
2020-05-06,0,23.9408,91.9882,2,Tripura,43,41
2020-05-06,56,26.8467,80.9462,987,Uttar Pradesh,2880,1837
2020-05-06,1,30.0668,79.0193,39,Uttarakhand,61,21
2020-05-07,0,11.7401,92.6586,32,Andaman and Nicobar Islands,33,1
2020-05-07,36,15.9129,79.74,729,Andhra Pradesh,1777,1012
2020-05-07,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-07,1,26.2006,92.9376,32,Assam,45,12
2020-05-07,4,25.0961,85.3131,188,Bihar,542,350
2020-05-07,1,30.7333,76.7794,21,Chandigarh,120,98
2020-05-07,0,21.2787,81.8661,36,Chhattisgarh,59,23
2020-05-07,0,,,0,Dadar Nagar Haveli,1,1
2020-05-07,65,28.7041,77.1025,1542,Delhi,5532,3925
2020-05-07,0,15.2993,74.124,7,Goa,7,0
2020-05-07,396,22.2587,71.1924,1500,Gujarat,6625,4729
2020-05-07,7,29.0588,76.0856,260,Haryana,594,327
2020-05-07,2,31.1048,77.1734,38,Himachal Pradesh,45,5
2020-05-07,8,33.7782,76.5762,322,Jammu and Kashmir,775,445
2020-05-07,3,23.6102,85.2799,37,Jharkhand,127,87
2020-05-07,29,15.3173,75.7139,354,Karnataka,693,310
2020-05-07,4,10.8505,76.2711,469,Kerala,503,30
2020-05-07,0,34.2996,78.2932,17,Ladakh,41,24
2020-05-07,185,22.9734,78.6569,1099,Madhya Pradesh,3138,1854
2020-05-07,651,19.7515,75.7139,3094,Maharashtra,16758,13013
2020-05-07,0,24.6637,93.9063,2,Manipur,2,0
2020-05-07,1,25.467,91.3662,10,Meghalaya,12,1
2020-05-07,0,23.1645,92.9376,0,Mizoram,1,1
2020-05-07,2,20.9517,85.0985,61,Odisha,185,122
2020-05-07,0,11.9416,79.8083,6,Puducherry,9,3
2020-05-07,27,31.1471,75.3412,135,Punjab,1516,1354
2020-05-07,92,27.0238,74.2179,1596,Rajasthan,3317,1629
2020-05-07,35,11.1271,78.6569,1516,Tamil Nadu,4829,3278
2020-05-07,29,18.1124,79.0193,628,Telengana,1107,450
2020-05-07,0,23.9408,91.9882,2,Tripura,43,41
2020-05-07,60,26.8467,80.9462,1130,Uttar Pradesh,2998,1808
2020-05-07,1,30.0668,79.0193,39,Uttarakhand,61,21
2020-05-08,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-08,38,15.9129,79.74,780,Andhra Pradesh,1847,1029
2020-05-08,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-08,1,26.2006,92.9376,34,Assam,54,19
2020-05-08,5,25.0961,85.3131,246,Bihar,550,299
2020-05-08,1,30.7333,76.7794,21,Chandigarh,135,113
2020-05-08,0,21.2787,81.8661,38,Chhattisgarh,59,21
2020-05-08,0,,,0,Dadar Nagar Haveli,1,1
2020-05-08,66,28.7041,77.1025,1931,Delhi,5980,3983
2020-05-08,0,15.2993,74.124,7,Goa,7,0
2020-05-08,425,22.2587,71.1924,1709,Gujarat,7012,4878
2020-05-08,7,29.0588,76.0856,260,Haryana,625,358
2020-05-08,2,31.1048,77.1734,38,Himachal Pradesh,46,6
2020-05-08,9,33.7782,76.5762,335,Jammu and Kashmir,793,449
2020-05-08,3,23.6102,85.2799,41,Jharkhand,132,88
2020-05-08,30,15.3173,75.7139,366,Karnataka,705,309
2020-05-08,4,10.8505,76.2711,474,Kerala,503,25
2020-05-08,0,34.2996,78.2932,17,Ladakh,42,25
2020-05-08,193,22.9734,78.6569,1231,Madhya Pradesh,3252,1828
2020-05-08,694,19.7515,75.7139,3301,Maharashtra,17974,13979
2020-05-08,0,24.6637,93.9063,2,Manipur,2,0
2020-05-08,1,25.467,91.3662,10,Meghalaya,12,1
2020-05-08,0,23.1645,92.9376,0,Mizoram,1,1
2020-05-08,2,20.9517,85.0985,62,Odisha,219,155
2020-05-08,0,11.9416,79.8083,6,Puducherry,9,3
2020-05-08,28,31.1471,75.3412,149,Punjab,1644,1467
2020-05-08,97,27.0238,74.2179,1596,Rajasthan,3427,1734
2020-05-08,37,11.1271,78.6569,1547,Tamil Nadu,5409,3825
2020-05-08,29,18.1124,79.0193,650,Telengana,1123,444
2020-05-08,0,23.9408,91.9882,2,Tripura,65,63
2020-05-08,62,26.8467,80.9462,1250,Uttar Pradesh,3071,1759
2020-05-08,1,30.0668,79.0193,39,Uttarakhand,61,21
2020-05-09,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-09,41,15.9129,79.74,842,Andhra Pradesh,1887,1004
2020-05-09,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-09,1,26.2006,92.9376,34,Assam,59,24
2020-05-09,5,25.0961,85.3131,297,Bihar,571,269
2020-05-09,1,30.7333,76.7794,21,Chandigarh,150,128
2020-05-09,0,21.2787,81.8661,38,Chhattisgarh,59,21
2020-05-09,0,,,0,Dadar Nagar Haveli,1,1
2020-05-09,68,28.7041,77.1025,2020,Delhi,6318,4230
2020-05-09,0,15.2993,74.124,7,Goa,7,0
2020-05-09,449,22.2587,71.1924,1872,Gujarat,7402,5081
2020-05-09,8,29.0588,76.0856,279,Haryana,647,360
2020-05-09,2,31.1048,77.1734,38,Himachal Pradesh,50,10
2020-05-09,9,33.7782,76.5762,364,Jammu and Kashmir,823,450
2020-05-09,3,23.6102,85.2799,52,Jharkhand,132,77
2020-05-09,30,15.3173,75.7139,376,Karnataka,753,347
2020-05-09,4,10.8505,76.2711,484,Kerala,503,15
2020-05-09,0,34.2996,78.2932,17,Ladakh,42,25
2020-05-09,200,22.9734,78.6569,1349,Madhya Pradesh,3341,1792
2020-05-09,731,19.7515,75.7139,3470,Maharashtra,19063,14862
2020-05-09,0,24.6637,93.9063,2,Manipur,2,0
2020-05-09,1,25.467,91.3662,10,Meghalaya,12,1
2020-05-09,0,23.1645,92.9376,0,Mizoram,1,1
2020-05-09,2,20.9517,85.0985,63,Odisha,271,206
2020-05-09,0,11.9416,79.8083,6,Puducherry,9,3
2020-05-09,29,31.1471,75.3412,152,Punjab,1731,1550
2020-05-09,101,27.0238,74.2179,1916,Rajasthan,3579,1562
2020-05-09,40,11.1271,78.6569,1605,Tamil Nadu,6009,4364
2020-05-09,29,18.1124,79.0193,700,Telengana,1133,404
2020-05-09,0,23.9408,91.9882,2,Tripura,118,116
2020-05-09,66,26.8467,80.9462,1387,Uttar Pradesh,3214,1761
2020-05-09,1,30.0668,79.0193,46,Uttarakhand,63,16
2020-05-10,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-10,44,15.9129,79.74,887,Andhra Pradesh,1930,999
2020-05-10,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-10,2,26.2006,92.9376,34,Assam,63,27
2020-05-10,5,25.0961,85.3131,322,Bihar,591,264
2020-05-10,2,30.7333,76.7794,24,Chandigarh,169,143
2020-05-10,0,21.2787,81.8661,43,Chhattisgarh,59,16
2020-05-10,0,,,0,Dadar Nagar Haveli,1,1
2020-05-10,73,28.7041,77.1025,2020,Delhi,6542,4449
2020-05-10,0,15.2993,74.124,7,Goa,7,0
2020-05-10,472,22.2587,71.1924,2091,Gujarat,7796,5233
2020-05-10,9,29.0588,76.0856,290,Haryana,675,376
2020-05-10,2,31.1048,77.1734,38,Himachal Pradesh,50,10
2020-05-10,9,33.7782,76.5762,368,Jammu and Kashmir,836,459
2020-05-10,3,23.6102,85.2799,78,Jharkhand,156,75
2020-05-10,30,15.3173,75.7139,386,Karnataka,794,378
2020-05-10,4,10.8505,76.2711,485,Kerala,505,16
2020-05-10,0,34.2996,78.2932,17,Ladakh,42,25
2020-05-10,215,22.9734,78.6569,1676,Madhya Pradesh,3614,1723
2020-05-10,779,19.7515,75.7139,3800,Maharashtra,20228,15649
2020-05-10,0,24.6637,93.9063,2,Manipur,2,0
2020-05-10,1,25.467,91.3662,10,Meghalaya,13,2
2020-05-10,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-10,2,20.9517,85.0985,63,Odisha,294,229
2020-05-10,0,11.9416,79.8083,6,Puducherry,9,3
2020-05-10,31,31.1471,75.3412,157,Punjab,1762,1574
2020-05-10,106,27.0238,74.2179,2026,Rajasthan,3708,1576
2020-05-10,44,11.1271,78.6569,1824,Tamil Nadu,6535,4667
2020-05-10,30,18.1124,79.0193,750,Telengana,1163,383
2020-05-10,0,23.9408,91.9882,2,Tripura,134,132
2020-05-10,74,26.8467,80.9462,1499,Uttar Pradesh,3373,1800
2020-05-10,1,30.0668,79.0193,46,Uttarakhand,67,20
2020-05-11,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-11,45,15.9129,79.74,925,Andhra Pradesh,1980,1010
2020-05-11,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-11,2,26.2006,92.9376,34,Assam,63,27
2020-05-11,6,25.0961,85.3131,365,Bihar,696,325
2020-05-11,2,30.7333,76.7794,24,Chandigarh,169,143
2020-05-11,0,21.2787,81.8661,49,Chhattisgarh,59,10
2020-05-11,0,,,0,Dadar Nagar Haveli,1,1
2020-05-11,73,28.7041,77.1025,2069,Delhi,6923,4781
2020-05-11,0,15.2993,74.124,7,Goa,7,0
2020-05-11,493,22.2587,71.1924,2545,Gujarat,8194,5156
2020-05-11,10,29.0588,76.0856,300,Haryana,703,393
2020-05-11,2,31.1048,77.1734,39,Himachal Pradesh,55,14
2020-05-11,9,33.7782,76.5762,383,Jammu and Kashmir,861,469
2020-05-11,3,23.6102,85.2799,78,Jharkhand,157,76
2020-05-11,31,15.3173,75.7139,424,Karnataka,848,393
2020-05-11,4,10.8505,76.2711,489,Kerala,512,19
2020-05-11,0,34.2996,78.2932,21,Ladakh,42,21
2020-05-11,215,22.9734,78.6569,1676,Madhya Pradesh,3614,1723
2020-05-11,832,19.7515,75.7139,4199,Maharashtra,22171,17140
2020-05-11,0,24.6637,93.9063,2,Manipur,2,0
2020-05-11,1,25.467,91.3662,10,Meghalaya,13,2
2020-05-11,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-11,3,20.9517,85.0985,68,Odisha,377,306
2020-05-11,0,11.9416,79.8083,6,Puducherry,9,3
2020-05-11,31,31.1471,75.3412,166,Punjab,1823,1626
2020-05-11,107,27.0238,74.2179,2176,Rajasthan,3814,1531
2020-05-11,47,11.1271,78.6569,1959,Tamil Nadu,7204,5198
2020-05-11,30,18.1124,79.0193,750,Telengana,1196,416
2020-05-11,0,23.9408,91.9882,2,Tripura,150,148
2020-05-11,74,26.8467,80.9462,1653,Uttar Pradesh,3467,1740
2020-05-11,1,30.0668,79.0193,46,Uttarakhand,68,21
2020-05-11,185,22.9868,87.855,417,West Bengal,1939,1337
2020-05-12,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-12,45,15.9129,79.74,975,Andhra Pradesh,2018,998
2020-05-12,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-12,2,26.2006,92.9376,34,Assam,65,29
2020-05-12,6,25.0961,85.3131,377,Bihar,747,364
2020-05-12,2,30.7333,76.7794,24,Chandigarh,174,148
2020-05-12,0,21.2787,81.8661,53,Chhattisgarh,59,6
2020-05-12,0,,,0,Dadar Nagar Haveli,1,1
2020-05-12,73,28.7041,77.1025,2129,Delhi,7233,5031
2020-05-12,0,15.2993,74.124,7,Goa,7,0
2020-05-12,513,22.2587,71.1924,2780,Gujarat,8541,5248
2020-05-12,11,29.0588,76.0856,337,Haryana,730,382
2020-05-12,2,31.1048,77.1734,39,Himachal Pradesh,59,18
2020-05-12,10,33.7782,76.5762,427,Jammu and Kashmir,879,442
2020-05-12,3,23.6102,85.2799,78,Jharkhand,160,79
2020-05-12,31,15.3173,75.7139,426,Karnataka,862,405
2020-05-12,4,10.8505,76.2711,489,Kerala,519,26
2020-05-12,0,34.2996,78.2932,21,Ladakh,42,21
2020-05-12,221,22.9734,78.6569,1747,Madhya Pradesh,3785,1817
2020-05-12,868,19.7515,75.7139,4786,Maharashtra,23401,17747
2020-05-12,0,24.6637,93.9063,2,Manipur,2,0
2020-05-12,1,25.467,91.3662,10,Meghalaya,13,2
2020-05-12,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-12,3,20.9517,85.0985,85,Odisha,414,326
2020-05-12,0,11.9416,79.8083,6,Puducherry,12,6
2020-05-12,31,31.1471,75.3412,168,Punjab,1877,1678
2020-05-12,113,27.0238,74.2179,2264,Rajasthan,3988,1611
2020-05-12,53,11.1271,78.6569,2051,Tamil Nadu,8002,5898
2020-05-12,30,18.1124,79.0193,800,Telengana,1275,445
2020-05-12,0,23.9408,91.9882,2,Tripura,152,150
2020-05-12,80,26.8467,80.9462,1758,Uttar Pradesh,3573,1735
2020-05-12,1,30.0668,79.0193,46,Uttarakhand,68,21
2020-05-12,190,22.9868,87.855,499,West Bengal,2063,1374
2020-05-13,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-13,46,15.9129,79.74,1056,Andhra Pradesh,2090,988
2020-05-13,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-13,2,26.2006,92.9376,39,Assam,65,24
2020-05-13,6,25.0961,85.3131,383,Bihar,831,442
2020-05-13,3,30.7333,76.7794,28,Chandigarh,187,156
2020-05-13,0,21.2787,81.8661,54,Chhattisgarh,59,5
2020-05-13,0,,,0,Dadar Nagar Haveli,1,1
2020-05-13,86,28.7041,77.1025,2512,Delhi,7639,5041
2020-05-13,0,15.2993,74.124,7,Goa,7,0
2020-05-13,537,22.2587,71.1924,3246,Gujarat,8903,5120
2020-05-13,11,29.0588,76.0856,342,Haryana,780,427
2020-05-13,2,31.1048,77.1734,39,Himachal Pradesh,65,24
2020-05-13,10,33.7782,76.5762,455,Jammu and Kashmir,934,469
2020-05-13,3,23.6102,85.2799,79,Jharkhand,172,90
2020-05-13,31,15.3173,75.7139,433,Karnataka,925,461
2020-05-13,4,10.8505,76.2711,489,Kerala,524,31
2020-05-13,0,34.2996,78.2932,21,Ladakh,42,21
2020-05-13,225,22.9734,78.6569,1860,Madhya Pradesh,3986,1901
2020-05-13,921,19.7515,75.7139,5125,Maharashtra,24427,18381
2020-05-13,0,24.6637,93.9063,2,Manipur,2,0
2020-05-13,1,25.467,91.3662,10,Meghalaya,13,2
2020-05-13,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-13,3,20.9517,85.0985,116,Odisha,437,318
2020-05-13,1,11.9416,79.8083,9,Puducherry,13,3
2020-05-13,32,31.1471,75.3412,171,Punjab,1914,1711
2020-05-13,117,27.0238,74.2179,2378,Rajasthan,4126,1631
2020-05-13,61,11.1271,78.6569,2134,Tamil Nadu,8718,6523
2020-05-13,32,18.1124,79.0193,830,Telengana,1326,464
2020-05-13,0,23.9408,91.9882,2,Tripura,154,152
2020-05-13,82,26.8467,80.9462,1873,Uttar Pradesh,3664,1709
2020-05-13,1,30.0668,79.0193,46,Uttarakhand,69,22
2020-05-13,198,22.9868,87.855,612,West Bengal,2173,1363
2020-05-14,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-14,47,15.9129,79.74,1142,Andhra Pradesh,2137,948
2020-05-14,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-14,2,26.2006,92.9376,39,Assam,80,39
2020-05-14,7,25.0961,85.3131,388,Bihar,940,545
2020-05-14,3,30.7333,76.7794,28,Chandigarh,187,156
2020-05-14,0,21.2787,81.8661,55,Chhattisgarh,59,4
2020-05-14,0,,,0,Dadar Nagar Haveli,1,1
2020-05-14,106,28.7041,77.1025,2858,Delhi,7998,5034
2020-05-14,0,15.2993,74.124,7,Goa,7,0
2020-05-14,566,22.2587,71.1924,3562,Gujarat,9267,5139
2020-05-14,11,29.0588,76.0856,418,Haryana,793,364
2020-05-14,2,31.1048,77.1734,39,Himachal Pradesh,66,25
2020-05-14,11,33.7782,76.5762,466,Jammu and Kashmir,971,494
2020-05-14,3,23.6102,85.2799,79,Jharkhand,173,91
2020-05-14,33,15.3173,75.7139,451,Karnataka,959,475
2020-05-14,4,10.8505,76.2711,490,Kerala,534,40
2020-05-14,0,34.2996,78.2932,22,Ladakh,43,21
2020-05-14,232,22.9734,78.6569,2004,Madhya Pradesh,4173,1937
2020-05-14,975,19.7515,75.7139,5547,Maharashtra,25922,19400
2020-05-14,0,24.6637,93.9063,2,Manipur,2,0
2020-05-14,1,25.467,91.3662,10,Meghalaya,13,2
2020-05-14,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-14,3,20.9517,85.0985,143,Odisha,538,392
2020-05-14,1,11.9416,79.8083,9,Puducherry,13,3
2020-05-14,32,31.1471,75.3412,200,Punjab,1924,1692
2020-05-14,121,27.0238,74.2179,2459,Rajasthan,4328,1748
2020-05-14,64,11.1271,78.6569,2176,Tamil Nadu,9227,6987
2020-05-14,34,18.1124,79.0193,940,Telengana,1367,393
2020-05-14,0,23.9408,91.9882,16,Tripura,155,139
2020-05-14,83,26.8467,80.9462,1902,Uttar Pradesh,3729,1744
2020-05-14,1,30.0668,79.0193,46,Uttarakhand,72,25
2020-05-14,207,22.9868,87.855,702,West Bengal,2290,1381
2020-05-15,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-15,48,15.9129,79.74,1192,Andhra Pradesh,2205,965
2020-05-15,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-15,2,26.2006,92.9376,39,Assam,87,46
2020-05-15,7,25.0961,85.3131,411,Bihar,994,576
2020-05-15,3,30.7333,76.7794,37,Chandigarh,191,151
2020-05-15,0,21.2787,81.8661,56,Chhattisgarh,60,4
2020-05-15,0,,,0,Dadar Nagar Haveli,1,1
2020-05-15,115,28.7041,77.1025,3045,Delhi,8470,5310
2020-05-15,0,15.2993,74.124,7,Goa,14,7
2020-05-15,586,22.2587,71.1924,3753,Gujarat,9591,5252
2020-05-15,11,29.0588,76.0856,439,Haryana,818,368
2020-05-15,2,31.1048,77.1734,39,Himachal Pradesh,74,33
2020-05-15,11,33.7782,76.5762,485,Jammu and Kashmir,983,487
2020-05-15,3,23.6102,85.2799,87,Jharkhand,197,107
2020-05-15,35,15.3173,75.7139,460,Karnataka,987,492
2020-05-15,4,10.8505,76.2711,491,Kerala,560,65
2020-05-15,0,34.2996,78.2932,22,Ladakh,43,21
2020-05-15,237,22.9734,78.6569,2171,Madhya Pradesh,4426,2018
2020-05-15,1019,19.7515,75.7139,6059,Maharashtra,27524,20446
2020-05-15,0,24.6637,93.9063,2,Manipur,3,1
2020-05-15,1,25.467,91.3662,11,Meghalaya,13,1
2020-05-15,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-15,3,20.9517,85.0985,158,Odisha,611,450
2020-05-15,1,11.9416,79.8083,9,Puducherry,13,3
2020-05-15,32,31.1471,75.3412,223,Punjab,1935,1680
2020-05-15,125,27.0238,74.2179,2580,Rajasthan,4534,1829
2020-05-15,66,11.1271,78.6569,2240,Tamil Nadu,9674,7368
2020-05-15,34,18.1124,79.0193,950,Telengana,1414,430
2020-05-15,0,23.9408,91.9882,29,Tripura,156,127
2020-05-15,88,26.8467,80.9462,2072,Uttar Pradesh,3902,1742
2020-05-15,1,30.0668,79.0193,50,Uttarakhand,78,27
2020-05-15,215,22.9868,87.855,768,West Bengal,2377,1394
2020-05-16,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-16,48,15.9129,79.74,1252,Andhra Pradesh,2307,1007
2020-05-16,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-16,2,26.2006,92.9376,41,Assam,90,47
2020-05-16,7,25.0961,85.3131,438,Bihar,1018,573
2020-05-16,3,30.7333,76.7794,37,Chandigarh,191,151
2020-05-16,0,21.2787,81.8661,56,Chhattisgarh,66,10
2020-05-16,0,,,0,Dadar Nagar Haveli,1,1
2020-05-16,123,28.7041,77.1025,3518,Delhi,8895,5254
2020-05-16,0,15.2993,74.124,7,Goa,15,8
2020-05-16,606,22.2587,71.1924,4035,Gujarat,9931,5290
2020-05-16,11,29.0588,76.0856,439,Haryana,818,368
2020-05-16,3,31.1048,77.1734,39,Himachal Pradesh,76,34
2020-05-16,11,33.7782,76.5762,513,Jammu and Kashmir,1013,489
2020-05-16,3,23.6102,85.2799,87,Jharkhand,203,113
2020-05-16,36,15.3173,75.7139,480,Karnataka,1056,540
2020-05-16,4,10.8505,76.2711,492,Kerala,576,80
2020-05-16,0,34.2996,78.2932,22,Ladakh,43,21
2020-05-16,239,22.9734,78.6569,2283,Madhya Pradesh,4595,2073
2020-05-16,1068,19.7515,75.7139,6564,Maharashtra,29100,21468
2020-05-16,0,24.6637,93.9063,2,Manipur,3,1
2020-05-16,1,25.467,91.3662,11,Meghalaya,13,1
2020-05-16,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-16,3,20.9517,85.0985,166,Odisha,672,503
2020-05-16,1,11.9416,79.8083,9,Puducherry,13,3
2020-05-16,32,31.1471,75.3412,305,Punjab,1935,1598
2020-05-16,125,27.0238,74.2179,2677,Rajasthan,4727,1925
2020-05-16,71,11.1271,78.6569,2599,Tamil Nadu,10108,7438
2020-05-16,34,18.1124,79.0193,959,Telengana,1454,461
2020-05-16,0,23.9408,91.9882,42,Tripura,156,114
2020-05-16,95,26.8467,80.9462,2165,Uttar Pradesh,4057,1797
2020-05-16,1,30.0668,79.0193,51,Uttarakhand,82,30
2020-05-16,225,22.9868,87.855,829,West Bengal,2461,1407
2020-05-17,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-17,49,15.9129,79.74,1353,Andhra Pradesh,2355,953
2020-05-17,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-17,2,26.2006,92.9376,41,Assam,92,49
2020-05-17,7,25.0961,85.3131,453,Bihar,1179,719
2020-05-17,3,30.7333,76.7794,51,Chandigarh,191,137
2020-05-17,0,21.2787,81.8661,56,Chhattisgarh,67,11
2020-05-17,0,,,0,Dadar Nagar Haveli,1,1
2020-05-17,129,28.7041,77.1025,3926,Delhi,9333,5278
2020-05-17,0,15.2993,74.124,7,Goa,17,10
2020-05-17,625,22.2587,71.1924,4308,Gujarat,10988,6055
2020-05-17,13,29.0588,76.0856,514,Haryana,887,360
2020-05-17,3,31.1048,77.1734,43,Himachal Pradesh,78,32
2020-05-17,12,33.7782,76.5762,542,Jammu and Kashmir,1121,567
2020-05-17,3,23.6102,85.2799,113,Jharkhand,217,101
2020-05-17,36,15.3173,75.7139,496,Karnataka,1092,560
2020-05-17,4,10.8505,76.2711,495,Kerala,587,88
2020-05-17,0,34.2996,78.2932,22,Ladakh,43,21
